date (:DateTime),GPP (μmol / m^2 / s),Tair (K),RH,Pressure (kPa),wind_speed (m / s),SWdn (W / m^2),SWup (W / m^2),LWdn (W / m^2),LWup (W / m^2)
2015-09-17T15:15:00,-3.065,282.06,0.7887000000000001,87.22,4.01,173.01,15.778,326.13,359.53
2015-09-17T15:45:00,1.184,281.83,0.7745000000000001,87.25,2.33,51.6,5.222,341.37,357.1
2015-09-17T16:15:00,3.052,281.67,0.805,87.28,2.25,66,6.9253,338.83,355.3
2015-09-17T16:45:00,2.089,281.92,0.7876000000000001,87.3,2.67,38.11,3.7873,332.2,356.87
2015-09-17T17:15:00,3.308,281.67,0.8077,87.3,2.88,26.703,1.9287,309.57,353.77
2015-09-17T17:45:00,-1.14,281.42,0.828,87.33,1.53,12.609,0.075333,333.77,353.17
2015-09-17T18:15:00,4.029,281.16,0.848,87.35,1.9,0,0,328.5,351.57
2015-09-17T18:45:00,3.793,281.02,0.8656999999999999,87.36,2.99,0,0,301.87,349.43
2015-09-17T19:15:00,2.829,281.08,0.8683,87.37,3.31,0,0,320.43,349.87
2015-09-17T19:45:00,4.45,280.94,0.8806999999999999,87.4,2.85,0,0,313.07,349.13
2015-09-17T20:15:00,4.195,280.78,0.8887,87.43,1.21,0,0,336.83,349.53
2015-09-17T20:45:00,4.186,280.79,0.8823000000000001,87.44,1.52,0,0,339.9,349.63
2015-09-17T21:15:00,4.175,280.37,0.9209999999999999,87.45,2.03,0,0,348.67,348.57
2015-09-17T21:45:00,4.167,280.13,0.9497,87.46,2.03,0,0,350.5,348.1
2015-09-17T22:15:00,4.158,280.45,0.9397,87.45,2.36,0,0,350.67,348.2
2015-09-17T22:45:00,4.147,280.49,0.922,87.45,2.27,0,0,350.13,348
2015-09-17T23:15:00,4.131,280.48,0.9067000000000001,87.45,2.36,0,0,349.5,346.97
2015-09-17T23:45:00,4.125,280.32,0.9167000000000001,87.45,2.4,0,0,347.37,344.97
2015-09-18T00:15:00,4.12,280.36,0.8856999999999999,87.44,3.11,0,0,344.03,342.9
2015-09-18T00:45:00,4.109,280.19,0.877,87.45,2.93,0,0,338.07,341.4
2015-09-18T01:15:00,3.276,279.98,0.8809999999999999,87.44,1.96,0,0,335.23,339.03
2015-09-18T01:45:00,5.259,279.94,0.8583,87.41,2.2,0,0,317.27,337
2015-09-18T02:15:00,4.987,280.27,0.8327,87.4,1.81,0,0,301.43,334.27
2015-09-18T02:45:00,3.082,280.75,0.8056,87.39,1.5,0,0,288.67,333
2015-09-18T03:15:00,1.177,280.72,0.8093,87.4,0.37,0,0,286.37,332.77
2015-09-18T03:45:00,0.627,280.83,0.8087000000000001,87.39,0.9,0,0,270.53,331.67
2015-09-18T04:15:00,0.076,280.75,0.8270000000000001,87.4,0.93,0,0,257.2,330.57
2015-09-18T04:45:00,0.001,280.63,0.8332999999999999,87.4,0.06,0,0,253.13,331.07
2015-09-18T05:15:00,2.675,280.5,0.84,87.39,0.92,0,0,257.67,330.47
2015-09-18T05:45:00,1.932,280.21,0.857,87.4,0.51,0,0,251.87,330.13
2015-09-18T06:15:00,-2.975,280.63,0.7878000000000001,87.41,0.17,52.333,13.457,252.43,331.63
2015-09-18T06:45:00,-5.077,280.79,0.7612000000000001,87.43,1.7,158.83,28.67,261,338.13
2015-09-18T07:15:00,-8.75,280.15,0.8387,87.44,1.4,166.95,20.576,254.83,341.03
2015-09-18T07:45:00,-6.927,280.68,0.7751,87.44,1.05,355.63,44.57,255.3,348.6
2015-09-18T08:15:00,-8.828,281.11,0.768,87.43,1.44,443.2,58.887,253.67,353.57
2015-09-18T08:45:00,-13.064,281.9,0.6995999999999999,87.42,0.88,522.97,62.29,256.2,359.6
2015-09-18T09:15:00,-12.399,283,0.6579999999999999,87.42,1.16,602.73,64.297,260.4,366.9
2015-09-18T09:45:00,-12.743,283.99,0.6555,87.4,1.6,680.1,66.76,266.7,374.4
2015-09-18T10:15:00,-8.375,284.94,0.612,87.39,1.59,586.03,53.593,276.6,377.97
2015-09-18T10:45:00,-5.753,285.31,0.5842,87.37,2.11,770.2,69.037,270.37,382.57
2015-09-18T11:15:00,-0.275,286.14,0.5574,87.36,2.11,787.1,68.7,272.07,387.6
2015-09-18T11:45:00,-5.14,286.85,0.5022,87.35,2.09,795.83,68.64,274.63,392.2
2015-09-18T12:15:00,-7.006,287.16,0.4718,87.34,2.29,790.6,68.853,276.9,393.97
2015-09-18T12:45:00,-8.196,288.09,0.428,87.32,1.75,768.77,66.283,279.87,399
2015-09-18T13:15:00,-6.816,288.78,0.392,87.29,1.83,733.9,63.607,282.4,402.27
2015-09-18T13:45:00,-4.055,289.43,0.358,87.27,1.86,686.03,62.89,283.87,405
2015-09-18T14:15:00,-0.165,290.1,0.3644,87.25,1.7,622.67,59.47,286.3,406.87
2015-09-18T14:45:00,-0.734,290.15,0.3697,87.24,1.49,547,54.143,288.6,407.23
2015-09-18T15:15:00,-1.845,290.61,0.3497,87.23,2.1,467.6,50.463,288.67,406.73
2015-09-18T15:45:00,-2.244,290.3,0.33659999999999995,87.23,1.14,375.27,43.843,285.7,402.63
2015-09-18T16:15:00,-4.448,290.74,0.32659999999999995,87.23,0.7,279.7,35.703,289.1,404.03
2015-09-18T16:45:00,2.025,290.34,0.34380000000000005,87.22,1.85,187.5,31.367,287.57,399.73
2015-09-18T17:15:00,3.816,289.65,0.3629,87.22,2.72,104.98,26.863,284.8,392.97
2015-09-18T17:45:00,2.429,288.6,0.3862,87.23,2.5,23.25,10.177,280.23,384.13
2015-09-18T18:15:00,4.748,287.92,0.41600000000000004,87.23,2.54,0,0,278.47,375.9
2015-09-18T18:45:00,4.396,287.46,0.4547,87.24,2.61,0,0,278.4,370.07
2015-09-18T19:15:00,4.378,286.62,0.5493,87.26,2.74,0,0,278.23,367.13
2015-09-18T19:45:00,4.347,286.47,0.593,87.28,2.84,0,0,278.13,364.03
2015-09-18T20:15:00,4.313,286.13,0.614,87.29,2.71,0,0,278.5,362
2015-09-18T20:45:00,4.277,285.52,0.6456999999999999,87.31,2.78,0,0,285,361.13
2015-09-18T21:15:00,4.246,284.69,0.6879000000000001,87.33,2.75,0,0,273.97,358.77
2015-09-18T21:45:00,4.22,284.65,0.7037,87.34,2.87,0,0,271.57,356.37
2015-09-18T22:15:00,4.2,284.53,0.7121,87.34,2.69,0,0,270.77,353.8
2015-09-18T22:45:00,4.175,284.55,0.7099,87.33,2.71,0,0,270.4,352.13
2015-09-18T23:15:00,4.153,284.49,0.7127,87.32,2.31,0,0,270.73,350.87
2015-09-18T23:45:00,4.133,284.54,0.7059000000000001,87.33,2.31,0,0,270.23,350.1
2015-09-19T00:15:00,4.114,284.44,0.7036,87.31,1.72,0,0,268.53,347.77
2015-09-19T00:45:00,4.085,284.35,0.7071,87.3,1.5,0,0,269.57,347.5
2015-09-19T01:15:00,4.063,284.14,0.7106,87.29,1.05,0,0,268.6,345.5
2015-09-19T01:45:00,4.041,284.19,0.7027,87.29,0.04,0,0,268.3,344.77
2015-09-19T02:15:00,4.02,284.53,0.6527,87.29,0,0,0,268.83,344.87
2015-09-19T02:45:00,3.996,284.66,0.6225,87.28,0,0,0,269.33,343.87
2015-09-19T03:15:00,3.108,284.6,0.6263000000000001,87.25,0,0,0,269.87,343.13
2015-09-19T03:45:00,0.782,284.2,0.6365999999999999,87.23,1.06,0,0,268.5,342.63
2015-09-19T04:15:00,0.767,284.19,0.6381,87.24,0.97,0,0,268.63,343
2015-09-19T04:45:00,0.753,284.53,0.6072,87.25,0.75,0,0,269,342.57
2015-09-19T05:15:00,0.739,284.42,0.6093,87.26,0.76,0,0,268.3,342.17
2015-09-19T05:45:00,0.725,284.58,0.6086,87.26,0.15,3.7703,2.32,267.9,342.03
2015-09-19T06:15:00,4.285,284.12,0.6004,87.27,1.61,53.6,16.75,265.8,343.03
2015-09-19T06:45:00,-4.545,283.5,0.6411,87.29,1.78,138.67,27.76,264.33,348.33
2015-09-19T07:15:00,-8.096,284.1,0.6285000000000001,87.31,1.23,235.7,36.057,265.93,356.53
2015-09-19T07:45:00,-13.449,284.88,0.6138,87.32,1.5,333.8,44.997,268.47,365.2
2015-09-19T08:15:00,-12.34,285.4,0.5846,87.33,1.79,432.1,59.697,270.93,372.93
2015-09-19T08:45:00,-10.381,286.56,0.5299,87.34,0.9,513.9,62.597,274.1,381.77
2015-09-19T09:15:00,-13.308,287.44,0.5052,87.37,0.92,589.3,63.897,277.83,388.93
2015-09-19T09:45:00,-11.823,288.33,0.4698,87.37,1.59,659.07,66,280.63,395.57
2015-09-19T10:15:00,-1.774,288.91,0.44789999999999996,87.37,1.21,710.77,66.837,283.67,400.57
2015-09-19T10:45:00,-9.544,289.4,0.39740000000000003,87.37,2.2,748.2,68.37,284.97,402.2
2015-09-19T11:15:00,-3.856,290.48,0.3682,87.37,1.48,768.17,67.93,291.97,410.77
2015-09-19T11:45:00,-7.961,290.71,0.35090000000000005,87.33,1.95,776.17,67.25,293.57,414.13
2015-09-19T12:15:00,-7.433,292.09,0.2733,87.31,2.09,775.27,68,296.07,421.53
2015-09-19T12:45:00,-6.892,292.2,0.3002,87.31,2.53,745.3,65.18,298.67,421.6
2015-09-19T13:15:00,0.926,292.86,0.2857,87.29,2.58,729.33,65.353,299.5,425.1
2015-09-19T13:45:00,-1.441,293.24,0.2844,87.28,2.42,674.67,62.14,302.37,426.77
2015-09-19T14:15:00,-1.791,293.47,0.29109999999999997,87.27,2.32,611.17,58.5,304.27,426.6
2015-09-19T14:45:00,-2.774,293.79,0.2782,87.26,2.55,537.03,53.79,306.13,427.13
2015-09-19T15:15:00,-0.916,293.8,0.2811,87.27,2.3,456.33,49.187,305.8,425.67
2015-09-19T15:45:00,-1.051,293.88,0.2863,87.25,2.14,366.2,41.977,306.9,423.43
2015-09-19T16:15:00,-0.14,293.65,0.2992,87.25,2.01,272.6,36.043,304.37,416.9
2015-09-19T16:45:00,3.701,293.37,0.32270000000000004,87.24,2.02,179.67,30.96,304.7,414.1
2015-09-19T17:15:00,5.341,292.7,0.34840000000000004,87.24,2.17,93.91,24.73,303,408.5
2015-09-19T17:45:00,5.318,292.09,0.35810000000000003,87.24,0.61,14.26,6.7467,301.1,400.43
2015-09-19T18:15:00,5.878,291.42,0.402,87.24,0.53,0,0,298.2,389.8
2015-09-19T18:45:00,6.106,290.71,0.4454,87.26,0.86,0,0,297.2,382.57
2015-09-19T19:15:00,3.52,290.25,0.46990000000000004,87.28,0.28,0,0,296.7,377.27
2015-09-19T19:45:00,0.935,289.87,0.5194,87.29,0.85,0,0,295.27,374.23
2015-09-19T20:15:00,0.117,289.55,0.546,87.3,1.24,0,0,294.9,372.27
2015-09-19T20:45:00,0.731,289.12,0.5576,87.3,2.59,0,0,293.87,371.67
2015-09-19T21:15:00,1.345,288.68,0.5851,87.29,2.56,0,0,292.7,372.07
2015-09-19T21:45:00,0.023,288.98,0.5531,87.29,2.08,0,0,292.3,371.93
2015-09-19T22:15:00,0.686,288.38,0.5882000000000001,87.28,2.1,0,0,290.5,371.2
2015-09-19T22:45:00,1.349,288.21,0.6098,87.27,2.44,0,0,290.33,370.03
2015-09-19T23:15:00,1.607,288.23,0.6096,87.26,2.41,0,0,290.7,368.33
2015-09-19T23:45:00,0.584,287.73,0.6382,87.25,2.93,0,0,288.63,368.4
2015-09-20T00:15:00,1.288,287.06,0.6592,87.25,3.03,0,0,286.87,367.63
2015-09-20T00:45:00,1.803,286.43,0.688,87.25,2.87,0,0,285.27,365.5
2015-09-20T01:15:00,0.387,286.65,0.6815000000000001,87.25,3.11,0,0,284.9,365.27
2015-09-20T01:45:00,0.239,286.48,0.6797,87.24,3.11,0,0,283.6,364.8
2015-09-20T02:15:00,0.419,286.48,0.6672,87.23,3.01,0,0,283,363.9
2015-09-20T02:45:00,0.598,286.59,0.6598999999999999,87.21,2.9,0,0,283.47,362.43
2015-09-20T03:15:00,2.609,286.67,0.6526000000000001,87.2,2.25,0,0,283.5,360.3
2015-09-20T03:45:00,0.007,286.89,0.6473,87.19,2.04,0,0,282.7,359.8
2015-09-20T04:15:00,0.051,287.18,0.6365,87.19,2.32,0,0,283.33,360.63
2015-09-20T04:45:00,0.032,287.23,0.6283,87.19,2.19,0,0,282.2,360.9
2015-09-20T05:15:00,0.015,286.85,0.6451,87.18,2.92,0,0,279.9,361.8
2015-09-20T05:45:00,1.923,286.52,0.6605,87.19,2.91,0,0,277.5,360.77
2015-09-20T06:15:00,0.105,286.73,0.6301,87.2,1.82,52.36,16.553,277.63,361.3
2015-09-20T06:45:00,-5.91,287.91,0.5709000000000001,87.21,2.71,139.53,29.257,279.07,367.2
2015-09-20T07:15:00,-12.345,288.79,0.5378000000000001,87.23,2.54,236.73,37.503,282.13,378.07
2015-09-20T07:45:00,-7.417,289.61,0.5096,87.22,2.39,335.47,46.587,284.57,387.7
2015-09-20T08:15:00,-9.226,289.96,0.502,87.22,2.5,429.43,59.893,286.3,395.93
2015-09-20T08:45:00,-9.937,290.36,0.5084000000000001,87.22,2.64,516.27,64.26,287.17,401.57
2015-09-20T09:15:00,-14.132,290.76,0.5027,87.21,3.38,594.17,67.243,290.17,407
2015-09-20T09:45:00,-8.626,291.66,0.47509999999999997,87.21,4.09,658.23,69.637,295,413.1
2015-09-20T10:15:00,-7.249,292.54,0.4391,87.21,4.4,710.4,71.283,296.7,418.4
2015-09-20T10:45:00,-9.574,293.18,0.40369999999999995,87.21,5.2,751.97,72.87,296.37,421.47
2015-09-20T11:15:00,-7.756,293.8,0.34909999999999997,87.21,5.33,779.03,73.203,300.4,428.93
2015-09-20T11:45:00,-5.039,293.89,0.3782,87.2,5.46,787.6,73.687,301.2,428.57
2015-09-20T12:15:00,-1.361,294.11,0.3786,87.18,5.39,780.2,72.57,303.97,430.33
2015-09-20T12:45:00,1.255,294.24,0.3795,87.15,5.81,758.37,71.153,307.4,431.07
2015-09-20T13:15:00,0.96,294.25,0.376,87.14,6.22,722.37,68.96,307.87,430.6
2015-09-20T13:45:00,-0.215,294.44,0.37810000000000005,87.13,5.77,673.5,66.87,307.63,429.8
2015-09-20T14:15:00,0.445,294.74,0.3703,87.12,5.35,611.33,62.89,310.53,432.6
2015-09-20T14:45:00,1.114,294.61,0.3711,87.12,5.61,538.93,58.863,309.6,429.47
2015-09-20T15:15:00,-0.497,294.3,0.38799999999999996,87.12,5.47,454.93,52.72,308.37,424.8
2015-09-20T15:45:00,-1.243,294.14,0.4058,87.12,4.67,363.3,45.33,309.23,422.23
2015-09-20T16:15:00,0.491,293.38,0.44270000000000004,87.12,5.62,269.5,39.09,305.07,414.97
2015-09-20T16:45:00,2.563,292.77,0.4756,87.11,5.39,179.13,34.06,302.7,411.53
2015-09-20T17:15:00,5.592,291.91,0.5168,87.09,5.72,93.007,26.48,299.23,406.07
2015-09-20T17:45:00,5.121,291.07,0.5531,87.08,4.89,16.993,9.0803,293.87,399.63
2015-09-20T18:15:00,7.489,290.23,0.5912,87.07,4.52,0,0,289.07,394.47
2015-09-20T18:45:00,8.995,289.48,0.6423000000000001,87.08,5.64,0,0,284.83,390.97
2015-09-20T19:15:00,7.127,288.83,0.6809000000000001,87.1,5.48,0,0,282.03,387.6
2015-09-20T19:45:00,7.693,288.22,0.7169,87.1,5.74,0,0,280.23,384.7
2015-09-20T20:15:00,7.647,287.8,0.7347,87.1,6.51,0,0,279.17,382.57
2015-09-20T20:45:00,4.426,287.53,0.7418,87.1,6.21,0,0,278.63,381.07
2015-09-20T21:15:00,6.089,287.2,0.7575,87.09,6.56,0,0,277.27,379.63
2015-09-20T21:45:00,5.851,287.03,0.7587999999999999,87.09,6.58,0,0,276.5,378
2015-09-20T22:15:00,6.445,286.86,0.7587999999999999,87.09,6.56,0,0,278.03,377.63
2015-09-20T22:45:00,6.28,286.67,0.7670999999999999,87.09,6.15,0,0,280.07,377.5
2015-09-20T23:15:00,4.977,286.51,0.7806000000000001,87.09,5.6,0,0,280.73,376.9
2015-09-20T23:45:00,3.541,286.46,0.7814,87.08,5.68,0,0,280.47,376.2
2015-09-21T00:15:00,5.665,286.19,0.7947,87.08,5.12,0,0,278.67,373.63
2015-09-21T00:45:00,5.755,285.91,0.807,87.09,4.98,0,0,277.3,371.8
2015-09-21T01:15:00,4.785,285.75,0.825,87.08,5.41,0,0,277.53,371.5
2015-09-21T01:45:00,5.181,285.67,0.8217,87.08,5.24,0,0,277.63,371
2015-09-21T02:15:00,4.512,285.62,0.8093,87.09,4.99,0,0,277.43,370.4
2015-09-21T02:45:00,2.318,285.48,0.8001999999999999,87.08,4.87,0,0,276.13,369.63
2015-09-21T03:15:00,4.951,285.15,0.8153,87.09,3.77,0,0,273.87,366.27
2015-09-21T03:45:00,6.795,285,0.818,87.1,4.39,0,0,272.17,365.67
2015-09-21T04:15:00,4.374,284.99,0.8066,87.1,4.59,0,0,272.27,365.63
2015-09-21T04:45:00,3.322,284.8,0.7934,87.12,4.2,0,0,271.93,365.4
2015-09-21T05:15:00,5.518,284.55,0.7934,87.12,3.27,0,0,269.47,363
2015-09-21T05:45:00,5.363,284.42,0.7846,87.12,2.66,0,0,270.13,360.6
2015-09-21T06:15:00,4.296,284.51,0.7514,87.13,3.28,49.807,16.177,266.5,360.97
2015-09-21T06:45:00,3.751,284.83,0.7222,87.13,2.88,135.1,28.453,266.17,364.87
2015-09-21T07:15:00,-11.52,285.17,0.7114,87.13,3.17,233.17,37.337,268.43,369.27
2015-09-21T07:45:00,-11.305,285.61,0.6987000000000001,87.12,3.19,332.47,47.037,270.53,374.77
2015-09-21T08:15:00,-15.301,286.36,0.6738,87.11,2.74,426.57,60.58,273,380.97
2015-09-21T08:45:00,-14.114,287.11,0.6364,87.11,1.8,511.1,63.21,276.43,387.13
2015-09-21T09:15:00,-5.179,287.6,0.5919,87.11,1.3,590.77,65.063,280.8,392.7
2015-09-21T09:45:00,-14.97,288.82,0.5301,87.1,1.27,687.1,69.613,291.77,400.43
2015-09-21T10:15:00,-13.668,289.6,0.45630000000000004,87.09,2.14,776.1,75.237,299.73,407.93
2015-09-21T10:45:00,-12.367,289.89,0.43520000000000003,87.06,2.08,760.13,70.673,290.63,409.1
2015-09-21T11:15:00,-10.206,290.62,0.44549999999999995,87.03,2.1,789.83,70.523,298.43,415.13
2015-09-21T11:45:00,-4.711,290.98,0.4459,87,2.44,804.97,71.023,302.1,419.67
2015-09-21T12:15:00,0.784,291.47,0.4374,86.97,2.37,664.57,58.107,303.7,417.93
2015-09-21T12:45:00,-0.461,291.33,0.4501,86.96,2.53,511.53,47.493,309.2,412.8
2015-09-21T13:15:00,-1.583,291.74,0.43810000000000004,86.94,2.72,615.77,55.493,312.67,420.23
2015-09-21T13:45:00,1.372,291.56,0.4458,86.92,2.05,386.67,36.957,309.5,412
2015-09-21T14:15:00,-2.107,292.01,0.4203,86.88,1.96,365.87,36.57,309.47,413.57
2015-09-21T14:45:00,-1.844,292.42,0.4157,86.85,2.54,354.4,35.467,310.83,416.27
2015-09-21T15:15:00,-1.445,292.1,0.41979999999999995,86.84,3.36,351.07,40.453,318.3,413.8
2015-09-21T15:45:00,-3.194,292.31,0.3935,86.82,3.52,376.4,47.013,306.63,414.1
2015-09-21T16:15:00,-1.293,291.98,0.37810000000000005,86.81,3.78,267.57,38.77,300.8,411.43
2015-09-21T16:45:00,1.756,291.72,0.3728,86.8,2.96,174.9,33.043,297.27,406.47
2015-09-21T17:15:00,2.778,291.33,0.36979999999999996,86.8,3.18,87.827,25.18,293.87,400.13
2015-09-21T17:45:00,3.212,290.78,0.38049999999999995,86.79,2.49,15.576,7.9777,293.73,394.73
2015-09-21T18:15:00,5.901,290.34,0.3932,86.79,2.41,0,0,291.63,387.73
2015-09-21T18:45:00,4.701,289.76,0.4039,86.8,2.48,0,0,289.03,380.6
2015-09-21T19:15:00,4.671,288.88,0.4454,86.8,2.81,0,0,286.87,378.37
2015-09-21T19:45:00,4.634,287.85,0.5435,86.81,3.19,0,0,284.1,376.73
2015-09-21T20:15:00,4.591,286.96,0.5915,86.82,3.21,0,0,281.93,374.67
2015-09-21T20:45:00,4.55,286.64,0.6114,86.82,2.85,0,0,279.23,369.93
2015-09-21T21:15:00,4.525,286.57,0.601,86.83,2.93,0,0,275.77,365.4
2015-09-21T21:45:00,4.5,286.28,0.5819,86.83,2.86,0,0,273.97,363.5
2015-09-21T22:15:00,4.475,286.31,0.5436,86.82,2.78,0,0,272.6,359.5
2015-09-21T22:45:00,4.443,285.95,0.5318999999999999,86.81,1.74,0,0,270.67,354.6
2015-09-21T23:15:00,4.419,285.74,0.6033,86.81,1.41,0,0,269.73,353.23
2015-09-21T23:45:00,1.661,284.83,0.7408,86.81,2.01,0,0,269.03,354.6
2015-09-22T00:15:00,2.891,284.22,0.8477,86.8,2.63,0,0,268.9,355.37
2015-09-22T00:45:00,6.48,284.37,0.8633,86.8,3.69,0,0,269.47,358.7
2015-09-22T01:15:00,5.391,284.17,0.8553000000000001,86.8,4.57,0,0,268.87,360.43
2015-09-22T01:45:00,1.836,284.1,0.833,86.81,3.99,0,0,265.93,359.93
2015-09-22T02:15:00,3.83,283.55,0.8617,86.81,2.62,0,0,261.83,357.47
2015-09-22T02:45:00,5.823,283.33,0.8203,86.8,2.96,0,0,262.97,356.1
2015-09-22T03:15:00,3.833,283.07,0.7990999999999999,86.81,1.56,0,0,263.77,354.17
2015-09-22T03:45:00,7.047,282.69,0.7974,86.82,1.53,0,0,263.8,350.03
2015-09-22T04:15:00,5.766,282.44,0.8025,86.82,2.57,0,0,277.7,348.47
2015-09-22T04:45:00,4.819,282.05,0.8347,86.82,1.42,0,0,264.47,348.4
2015-09-22T05:15:00,3.204,281.77,0.8573000000000001,86.85,1.08,0,0,255.6,344.07
2015-09-22T05:45:00,1.069,282,0.8453,86.86,3.47,0,0,250.17,347.27
2015-09-22T06:15:00,-1.066,281.9,0.8143,86.86,3.99,40.817,10.527,246.7,347.83
2015-09-22T06:45:00,-5.176,282.17,0.7737,86.88,3.67,94.633,18.023,249.7,351.6
2015-09-22T07:15:00,-9.595,282.54,0.7397,86.89,2.86,179.43,29.517,247.23,354.43
2015-09-22T07:45:00,-14.703,283.56,0.6781999999999999,86.89,2.49,359.07,53.163,252.07,362.9
2015-09-22T08:15:00,-14.766,284.41,0.6024,86.9,2.69,471.03,67.823,256.03,370.87
2015-09-22T08:45:00,-15.965,285.09,0.5696,86.92,2.53,517.13,65.913,256.73,376.13
2015-09-22T09:15:00,-9.486,285.89,0.5257000000000001,86.92,2.11,608.3,70.727,257.4,382.07
2015-09-22T09:45:00,-15.09,287.34,0.4122,86.93,1.62,718.77,76.667,269.67,392.47
2015-09-22T10:15:00,-17.036,288.66,0.3295,86.93,1.39,704.87,70.627,280.17,400.23
2015-09-22T10:45:00,-8.703,289.57,0.29059999999999997,86.93,1.22,779.8,74.133,294,408
2015-09-22T11:15:00,-10.066,291.13,0.2325,86.93,1.51,784.2,73.933,300.7,417.37
2015-09-22T11:45:00,-11.428,291.85,0.1389,86.92,1.43,754.2,69.967,315.77,424.83
2015-09-22T12:15:00,-6.193,291.87,0.09210000000000002,86.92,1.95,410.57,37.62,306.67,417.73
2015-09-22T12:45:00,-2.815,291.47,0.1629,86.91,1.5,436.03,42.073,301.17,414.83
2015-09-22T13:15:00,-0.124,291.38,0.3015,86.89,2.26,629.5,60.52,296.33,418.5
2015-09-22T13:45:00,-3.817,292.76,0.1373,86.87,2.23,708.37,70.12,279.47,426.47
2015-09-22T14:15:00,-5.463,293.38,0.0926,86.87,2.88,627.87,65.68,270.17,426.43
2015-09-22T14:45:00,-2.763,293.22,0.10769999999999999,86.87,3.13,540.1,59.857,273.53,424.63
2015-09-22T15:15:00,-7.028,292.82,0.182,86.86,2.82,410.03,48.003,284.87,419.83
2015-09-22T15:45:00,3.417,291.6,0.3009,86.87,2.19,260.6,31.74,295.87,411.4
2015-09-22T16:15:00,3.287,290.97,0.3211,86.87,2.72,203.03,28.223,292.93,405.87
2015-09-22T16:45:00,1.832,290.29,0.3337,86.88,2.44,106,15.447,295.43,397.2
2015-09-22T17:15:00,1.917,289.79,0.3432,86.88,1.95,49.247,8.7643,294.5,392.1
2015-09-22T17:45:00,2.299,289.48,0.3421,86.87,2.04,15.249,4.496,303.13,387.97
2015-09-22T18:15:00,6.841,288.51,0.4218,86.89,1.38,0,0,301.77,380.8
2015-09-22T18:45:00,4.745,287.33,0.5464,86.88,1.87,0,0,301.1,375.2
2015-09-22T19:15:00,4.203,286.62,0.5886,86.9,2.05,0,0,284.07,371.03
2015-09-22T19:45:00,3.336,286.2,0.5936,86.9,1.45,0,0,261.37,362
2015-09-22T20:15:00,1.523,287.02,0.46549999999999997,86.92,0.57,0,0,257.6,356.57
2015-09-22T20:45:00,0.796,287.16,0.4103,86.92,0.35,0,0,259.2,352.97
2015-09-22T21:15:00,0.069,287.3,0.3865,86.91,0.97,0,0,259.07,352.17
2015-09-22T21:45:00,0.295,286.87,0.3983,86.91,0.3,0,0,254.27,349.83
2015-09-22T22:15:00,0.52,286.76,0.4044,86.91,0.03,0,0,262.07,349.9
2015-09-22T22:45:00,0.493,286.14,0.3846,86.92,0.94,0,0,260.2,350.77
2015-09-22T23:15:00,0.465,284.92,0.5153,86.92,1.72,0,0,255.77,349.5
2015-09-22T23:45:00,1.027,284.75,0.5550999999999999,86.94,2.55,0,0,256.4,349.63
2015-09-23T00:15:00,1.589,284.61,0.5831000000000001,86.95,2.24,0,0,254,348.4
2015-09-23T00:45:00,1.579,284.41,0.6063000000000001,86.96,2.58,0,0,251.17,349.1
2015-09-23T01:15:00,2.146,284.21,0.6535,86.98,2.84,0,0,249.73,352.77
2015-09-23T01:45:00,4.733,283.96,0.6838,86.99,3.91,0,0,249.5,354.3
2015-09-23T02:15:00,2.569,283.66,0.7056,86.98,3.89,0,0,246.33,355.1
2015-09-23T02:45:00,0.405,283.81,0.6868000000000001,86.99,3.8,0,0,247.43,355.33
2015-09-23T03:15:00,1.132,283.19,0.7354999999999999,87,3.41,0,0,246.03,353.43
2015-09-23T03:45:00,3.764,283.05,0.7475,87,3.87,0,0,244.67,352.47
2015-09-23T04:15:00,5.857,282.89,0.7376999999999999,87,3.88,0,0,242.2,350.73
2015-09-23T04:45:00,6.15,282.88,0.7216,87.02,4.08,0,0,237.77,350.2
2015-09-23T05:15:00,3.083,282.64,0.7534000000000001,87.03,4.41,0,0,237.6,350.93
2015-09-23T05:45:00,0.46,282.77,0.6620999999999999,87.04,4.05,0,0,237.7,349.37
2015-09-23T06:15:00,3.967,283.12,0.5540999999999999,87.08,4.36,47.043,16.743,235.4,348.63
2015-09-23T06:45:00,-3.318,283.85,0.4657,87.11,4.2,133.43,30.097,241.33,353.6
2015-09-23T07:15:00,-8.098,284.47,0.4301,87.12,3.34,229.87,38.87,245.1,359.4
2015-09-23T07:45:00,-10.73,285.89,0.31170000000000003,87.13,2.64,330.97,50.323,247.6,368.6
2015-09-23T08:15:00,-13.86,287.37,0.15839999999999999,87.15,2.82,427.57,63.62,250.6,379.3
2015-09-23T08:45:00,-7.72,288,0.10289999999999999,87.18,3.52,515.03,66.84,253.83,387
2015-09-23T09:15:00,-10.229,288.35,0.0992,87.19,3.46,591,68.947,257.77,393.33
2015-09-23T09:45:00,-10.628,288.9,0.11539999999999999,87.19,2.95,655.33,70.237,262.27,399.03
2015-09-23T10:15:00,-9.129,289.38,0.127,87.21,3.61,708.77,72.49,265.97,403.7
2015-09-23T10:45:00,-9.073,290.11,0.1151,87.22,4.49,753.3,74.34,266.17,408.97
2015-09-23T11:15:00,-6.117,290.54,0.1158,87.23,3.79,776.77,73.673,269,413.23
2015-09-23T11:45:00,0.284,290.63,0.1363,87.24,3.98,782.23,73.043,272.43,414.9
